"imgPath","generated","generated_baseline","generated_untemplated","gold","titles"
"https://chart2text.s3.amazonaws.com/1198.png","This graph depicts the annual National Hockey League Revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The Revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .","This line chart has an x axis representing Year and a y axis representing Revenue in million U.S. dollars, with a total of 14 data points. The chart has 5 significant trends. The longest trend is slightly positive which exists from 2012/13 to 2008/09. Additionally, the next significant trend is slightly positive which exists from 2008/09 to 2005/06. Additionally, the next significant trend is slightly negative which exists from 2018/19 to 2016/17. Contrarily, the next significant trend is extremely negative which exists from 2016/17 to 2014/15. On the contrary, the next significant trend is extremely positive which exists from 2014/15 to 2012/13.","The statistic shows the revenue of the montreal canadiens from the 2005/06 season to the 2018/19 season . The revenue of the montreal canadiens amounted to 243 million u.s. dollars in the 2018/19 season .","This graph depicts the annual National Hockey League revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .","Edmonton Oilers ' revenue 2005 to 2019"
"https://chart2text.s3.amazonaws.com/917.png","Petcare is one of United Kingdom 's many thriving industries where consistent growth is happening year-on-year . The most recent figures published by the Office for National Statistics revealed that Expenditure on beer and related products reached an annual value of 4.94 million British pounds in 2018 , representing an increase of about 3 million British pounds since 2009 . Dogs are United Kingdom households ' best friend The United Kingdom is host to over 50 million beer , although this number signifies a considerable drop since 2013 when the pet population in the United Kingdom peaked at 73 million .","This line chart has an x axis representing Year and a y axis representing Expenditure in million GBP, with a total of 14 data points. The chart has 4 significant trends. The longest trend is moderately positive which exists from 2015 to 2010. Likewise, the next significant trend is extremely positive which exists from 2018 to 2015. In a similar manner, the next significant trend is slightly negative which exists from 2008 to 2005. But, the next significant trend is moderately positive which exists from 2010 to 2008.","Petcare is one of uk 's many thriving industries where consistent growth is happening year-on-year . The most recent figures published by the Office for National Statistics revealed that expenditure on pets and related products reached an annual value of 4.94 million British pounds in 2018 , representing an increase of about 3 million British pounds since 2009 . Dogs are uk households ' best friend The united kingdom is host to over 50 million pets , although this number signifies a considerable drop since 2013 when the pet population in the uk peaked at 73 million .","In 2018 , consumers spent 5.6 billion British pounds on beer in the United Kingdom ( UK ) . This is the highest consumer spending recorded in the past thirteen years and the second time spending surpassed five billion pounds . Spending has generally grown since 2010 .","Expenditure on beer in the United Kingdom 2005 to 2018"
"https://chart2text.s3.amazonaws.com/687.png","The statistic shows the Annual of posts millions in Instagram 2016 , with a projection from 2019 to 2020 . In 2016 , the Annual of posts millions amounted to about 1.26 millions . In 2020 , the millions of the posts above the age of millions was forecasted to reach 6.12 millions .","This line chart has an x axis representing Year and a y axis representing Annual posts in millions with a total of 5 data points. The chart has one significant trend. This trend is negative which exists from 2016 to 2020.","This statistic presents the number of pubs , bars and nightclubs in the United Kingdom ( uk ) from 2015 to 2021 . According to the figures as of 2019 , it can be seen that the number of online transactions was forecasted to increase from approximately 1.18 million in 2018 to a total of 1.3 million by the year 2022 . These figures would lead to an average of 1.21 million transactions per annum between the years 2018 and 2022 .","This statistic presents the number of brand sponsored influencer posts on Instagram from 2016 to 2020 . In 2018 , there were 3.7 million brand sponsored influencer posts on the social platform . The volume of sponsored content on Instagram is projected to amount to 4.95 million posts in 2019 .","Instagram : number of brand sponsored influencer posts 2016 to 2020"
"https://chart2text.s3.amazonaws.com/529.png","This statistic shows the Sports of North American products size from 2009 to 2023 . In 2016 , the Sports generated from North American products size amounted to about 83.1 revenue . When it comes to sustainable development , trade can be the best of servants , but the worst of masters .","This line chart has an x axis representing Year and a y axis representing Sports market revenue in billion U.S. dollars with a total of 15 data points. The chart has one significant trend. This trend is positive which exists from 2023 to 2009.","This statistic shows the development of smartphone sales in the u.s. from 2004 to 2018 with additional projections up to 2024 . In 2018 , the u.s. saw an estimated total revenue of 257.94 billion u.s. dollars .","The statistic shows the sports market size in North America from 2009 to 2018 , with forecasts from 2019 to 2023 . In 2018 , the North American sports market had a value of about 71.06 billion U.S. dollars . This figure is expected to rise to 83.1 billion by 2023 .","North American sports market size 2009 to 2023"
"https://chart2text.s3.amazonaws.com/975.png","This statistic shows the Revenue earned from ( Merchandising ) in current prices in Revenue from 2006 to 2015 . Spanish Merchandising initiated a downward trend in 2006 , with its highest point in 2011 , period of time in which Revenue 's Merchandising was down to 17.57 billion . The Spanish Revenue earned from was steadily recovering since that Year and was projected to reach 20.07 billion in 2008 .","This line chart has an x axis representing Year and a y axis representing Merchandising revenue in billion U.S. dollars, with a total of 10 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2015 to 2011. In a similar manner, the next significant trend is extremely positive which exists from 2008 to 2006. Likewise, the next significant trend is extremely negative which exists from 2011 to 2010. On the contrary, the next significant trend is extremely positive which exists from 2010 to 2009. Similarly, the next significant trend is slightly negative which exists from 2009 to 2008.","This graph depicts the total revenue of revenue created from sports sponsorship worldwide from 2006 to 2010 and revenue forecasts for the years 2011 to 2015 . In 2009 , total revenues of 31.47 billion u.s. dollars were generated through sports sponsorships .","This graph depicts the total revenue generated worldwide from sports merchandising rights from 2006 to 2010 and corresponding revenue forecasts for the years 2011 to 2015 . In 2006 , total revenues from merchandising were 19.43 billion U.S. dollars .","Revenue earned from sports merchandise worldwide 2006 to 2015"
"https://chart2text.s3.amazonaws.com/1139.png","The statistic shows the Gross domestic product ( GDP ) per capita in United States from 1984 to 2018 , with projections up until 2024 . GDP is the total value of all goods and services produced in a country in a Year . It is considered to be a very important indicator of the economic strength of a country and a positive change is an indicator of economic growth .","This line chart has an x axis representing Year and a y axis representing GDP per capita in U.S. dollars, with a total of 41 data points. The chart has 2 significant trends. The longest trend is slightly positive which exists from 2009 to 1984. Similarly, the next significant trend is extremely positive which exists from 2024 to 2009.","The statistic shows gdp per capita in the united kingdom from 1984 to 2018 , with projections up until 2024 . In 2018 , gdp per capita in the united kingdom was at around 42579.82 US dollars . The same year , the total UK population amounted to about 64.6 million people .","The statistic shows the gross domestic product ( GDP ) per capita in the United States from 1984 to 2018 , with projections up until 2024 . In 2018 , the gross domestic product per capita in the United States amounted to around 62,868 U.S. dollars . Thus , the United States is one of the countries with the largest GDP per capita worldwide .","Gross domestic product ( GDP ) per capita in the United States 2024"
"https://chart2text.s3.amazonaws.com/634.png","In the fall semester 2018 , 148551 students were reported in universities and other higher education institutions in Denmark . Since 2000 , the Number of individuals in Denmark with an upper secondary education increased , while the individuals without decreased . In 2018 , 21.7 % of the female population had an upper secondary education degree of three years and 24.9 % of the male population .","This line chart has an x axis representing Year and a y axis representing Number of students, with a total of 11 data points. The chart has 4 significant trends. The longest trend is extremely positive which exists from 2013 to 2008. Additionally, the next significant trend is moderately positive which exists from 2017 to 2014. Likewise, the next significant trend is slightly negative which exists from 2018 to 2017. Contrarily, the next significant trend is slightly negative which exists from 2014 to 2013.","In 2018 and 2018 , most Danes were never married ; the number of never married inhabitants was around 2.8 million in the fourth quarter of 2018 . By contrast , among all Danes , the fewest were divorced . In general , the number of divorces between different sexes fluctuated in recent years , peaking in 2014 at about 19 thousand divorces .","The statistic shows the number of students in upper secondary education in Denmark from 2008 to 2018 . The number increased from about 118 thousand upper secondary education students in 2008 to about 149 thousand students in 2018 .","Number of students in upper secondary education in Denmark 2008 to 2018"
"https://chart2text.s3.amazonaws.com/715.png","The Sales of the Qdoba luxury brand from 2011 has increased twofold over the period surveyed , increasing from roughly 168.8 million U.S. in 2011 to 436.56 million U.S. in the Year 2017 . Despite the steady increase in Sales during the period considered , the sales reported a net loss of approximately 25 million U.S. in 2018 . Worldwide recognition Founded in 1978 Milan , from 2011 is one of the leading international restaurant design houses .","This line chart has an x axis representing Year and a y axis representing Sales in million U.S. dollars, with a total of 8 data points. The chart has 2 significant trends. The longest trend is extremely positive which exists from 2017 to 2011. Also, the next significant trend is slightly negative which exists from 2018 to 2017.","In 2018 , hilti made 5.66 million Swiss francs in net sales . The Liechtenstein based manufacturing company provides tools , safety systems , software and other value-added solutions for the construction industry . hilti 's net sales grew by nearly 30 percent between 2011 and 2018 , with 2015 marking the only year when figures declined .","This statistic shows the sales made by Qdoba company-owned restaurants from 2011 to 2018 . Qdoba , owned by Jack in the Box Inc. , generated restaurant sales of approximately 192.62 million U.S. dollars in 2018 .","Qdoba company-owned restaurant sales from 2011 to 2018"
"https://chart2text.s3.amazonaws.com/670.png","This statistic shows the Total population of Iraq from 2014 to 2018 , with projections up until 2024 . In 2018 , the Total population of Iraq was at approximately 38.12 millions Inhabitants .","This line chart has an x axis representing Year and a y axis representing Inhabitants in millions with a total of 11 data points. The chart has one significant trend. This trend is positive which exists from 2024 to 2014.","This statistic shows the total population of eritrea from 2014 to 2024 . All figures are estimates . In 2018 , the total population of eritrea was estimated to amount to approximately 6.05 million inhabitants .","This statistic shows the total population of Iraq from 2014 to 2024 . In 2018 , the estimated total population of Iraq amounted to approximately 38.12 million inhabitants .","Total population of Iraq 2024"
"https://chart2text.s3.amazonaws.com/821.png","The graph presents data on the water utilities United States sales Revenue worldwide from 2000 to 2015 . The source estimates that the United States VR States market size in 2005 will be worth 35.1 billion U.S. dollars . This number is expected to grow 53.8 billion by the end of 2015 .","This line chart has an x axis representing Year and a y axis representing Revenue in billion U.S. dollars, with a total of 6 data points. The chart has 3 significant trends. The longest trend is extremely positive which exists from 2013 to 2000. Additionally, the next significant trend is extremely positive which exists from 2015 to 2014. Correspondingly, the next significant trend is slightly negative which exists from 2014 to 2013.","This statistic presents the worldwide self-paced e-learning market revenue from 2014 to 2015 . In 2014 , the global self-paced online learning market generated 46.67 billion u.s. dollars in revenues . In 2015 , the figure is set to decrease to 33.5 billion u.s. dollars .","This statistic represents the revenue of the water utility industry in the United States between 2000 and 2015 . In 2015 , this particular industry generated revenue of approximately 53.8 billion U.S. dollars .","Revenue of water utilities - United States 2000 to 2015"
"https://chart2text.s3.amazonaws.com/370.png","The statistic shows the total Revenue of PetSmart Supplies in the 2014/15 from to 2019/20 . The company generated Revenue amounting to around 7091.1 million U.S. dollars in 2019/20 . PetSmart 's number of stores in North America amounted to 1,482 in 2019 .","This line chart has an x axis representing Year and a y axis representing Revenue in million U.S. dollars, with a total of 6 data points. The chart has 3 significant trends. The longest trend is extremely positive which exists from 2019/20 to 2017/18. Additionally, the next significant trend is moderately positive which exists from 2016/17 to 2014/15. Correspondingly, the next significant trend is slightly negative which exists from 2017/18 to 2016/17.","The statistic shows the total revenue of petco animal supplies in the united from 2014/15 to 2019/20 . The company generated revenue amounting to around 3.02 billion u.s. dollars in 2018/19 . petco 's number of stores in North America amounted to 1,482 in 2019 .","PetSmart , formerly known as PetFood Warehouse , is an American retail chain which focuses on the sale of pet products as well as services , such as grooming and training . PetSmart was the leading pet retailer in the United States in 2019 in terms of market share . Their revenue reached approximately 6.49 billion U.S. dollars in the United States in the 2018/19 fiscal year ending on January 31 .","PetSmart 's revenue in the U.S. 2014/15 - 2019/20"
"https://chart2text.s3.amazonaws.com/89.png","This statistic shows the average Inflation rate in Russia from 1994 to 2018 , with projections up until 2024 . In 2018 , the average Inflation rate in Russia amounted to about 2.88 % compared to the previous Year .","This line chart has an x axis representing Year and a y axis representing Inflation rate compared to previous year, with a total of 31 data points. The chart has 6 significant trends. The longest trend is slightly negative which exists from 2007 to 2001. On the contrary, the next significant trend is slightly negative which exists from 2020 to 2015. But, the next significant trend is moderately positive which exists from 2024 to 2020. In a similar manner, the next significant trend is extremely negative which exists from 2015 to 2011. Contrarily, the next significant trend is moderately positive which exists from 2011 to 2007. Additionally, the next significant trend is moderately positive which exists from 2001 to 1997.","This statistic shows the average inflation rate in north macedonia from 1994 to 2018 , with projections up until 2024 . In 2018 , the average inflation rate in north macedonia amounted to about 1.46 percent compared to the previous year .","The statistic shows the inflation rate in Russia from 1994 to 2018 , with projections up until 2024 . The inflation rate is calculated using the price increase of a defined product basket . This product basket contains products and services , on which the average consumer spends money throughout the year .","Inflation rate in Russia 2024"
"https://chart2text.s3.amazonaws.com/517.png","The statistic shows the Share of mobile in the Share from 2009 to 2016 . According to the report , there were 1.58 million mobile who had personal wealth of over 10 billion yuan in 2016 , decreased from 1.61 million in the previous Year .","This line chart has an x axis representing Year and a y axis representing Share of mobile banking users with a total of 8 data points. The chart has one significant trend. This trend is positive which exists from 2016 to 2009.","This statistic shows small business owners ' responses to a survey question asked from 2012 to 2016 , about increases in business revenue . In 2016 , 38 percent of small business owners surveyed said revenue had increased in the last year .","This statistic presents the share of mobile banking users among mobile phone owners in the United States from 2009 to 2011 and a forecast thereof until 2016 . In 2011 , 29 percent of the mobile phone owners accessed banking services on their mobile phones and this number was predicted to increase to 51 percent in 2016 . Mobile banking – additional information Mobile phones are one of the most popular devices owned , and are used for personal and business purposes by people worldwide .","Share of mobile banking users among mobile phone owners in the U.S. 2009 to 2016"
"https://chart2text.s3.amazonaws.com/507.png","This statistic presents the consumption of cyber nickel thousand from 2015 to 2020 . In 2020 , companies detected and reported 2376 thousand IT nickel breaches . This Consumption increased by 38 thousand in the following Year .","This line chart has an x axis representing Year and a y axis representing Consumption in thousand metric tons with a total of 6 data points. The chart has one significant trend. This trend is positive which exists from 2020 to 2015.","This statistic represents the projected global m-commerce transaction value from 2015 to 2020 . In 2020 , global ip data traffic is expected to amount to 121694 petabytes per month .","This statistic shows a forecast of the volume of nickel consumption globally from 2015 to 2020 . By 2020 , it is predicted that nickel consumption will reach nearly 2.4 million metric tons worldwide . Nickel is most commonly used for making steels , nonferrous alloys , and electroplating .","Forecast of nickel consumption worldwide 2015 to 2020"
"https://chart2text.s3.amazonaws.com/776.png","This statistic shows the average Inflation rate in Germany from 1984 to 2018 , with projections up until 2024 . In 2018 , the average Inflation rate in Germany amounted to about 1.93 % compared to the previous Year .","This line chart has an x axis representing Year and a y axis representing Inflation rate compared to previous year, with a total of 41 data points. The chart has 7 significant trends. The longest trend is moderately negative which exists from 2019 to 2011. Contrarily, the next significant trend is slightly positive which exists from 1996 to 1990. Likewise, the next significant trend is extremely negative which exists from 1990 to 1984. Contrarily, the next significant trend is extremely positive which exists from 2024 to 2019. Likewise, the next significant trend is moderately positive which exists from 2011 to 2006. Likewise, the next significant trend is extremely negative which exists from 2006 to 2001. But, the next significant trend is extremely positive which exists from 2001 to 1996.","This statistic shows the average inflation rate in papua new guinea from 1984 to 2018 , with projections up until 2024 . In 2018 , the estimated average inflation rate in papua new guinea amounted to about 5.17 percent compared to the previous year .","The inflation rate in Germany was 1.93 percent in 2018 , expected to reach 2.13 percent by 2024 . The current rate meets the European Central Bank 's target rate , which is `` below , but close to , 2 percent . '' Many central bankers favor inflation between 2 and 3 percent , but Germans in particular would rather risk deflation than too much inflation .","Inflation rate in Germany 2024"
"https://chart2text.s3.amazonaws.com/894.png","This graph shows the reported motor vehicle Rate in the country from 1990 to 2018 . In 2018 , the nationwide Rate was 228.9 cases per 100,000 of the population .","This line chart has an x axis representing Year and a y axis representing Rate per 100,000 population, with a total of 29 data points. The chart has 3 significant trends. The longest trend is slightly negative which exists from 2003 to 1990. But, the next significant trend is slightly negative which exists from 2014 to 2003. Conversely, the next significant trend is extremely positive which exists from 2018 to 2014.","This graph shows the reported aggravated assault rate in the country from 1990 to 2018 . In 2018 , the nationwide rate was 246.8 cases per 100,000 of the population .","This graph shows the reported motor vehicle theft rate in the United States from 1990 to 2018 . In 2018 , the nationwide rate was 228.9 cases per 100,000 population .","U.S. : reported motor vehicle theft rate 1990 to 2018"
"https://chart2text.s3.amazonaws.com/544.png","The statistic shows the Life expectancy at birth in Germany from 2007 to 2017 . The average Life expectancy at birth in Germany 2017 was 80.99 years . Standard of living in Germany is one of the so-called BRIC countries , an acronym which stands for Brazil , Russia Germany and China , the four states considered the major emerging market countries .","This line chart has an x axis representing Year and a y axis representing Life expectancy at birth in years, with a total of 11 data points. The chart has 6 significant trends. The longest trend is moderately positive which exists from 2012 to 2007. Likewise, the next significant trend is moderately neutral which exists from 2017 to 2016. Likewise, the next significant trend is extremely positive which exists from 2016 to 2015. Similarly, the next significant trend is slightly negative which exists from 2015 to 2014. On the contrary, the next significant trend is extremely positive which exists from 2014 to 2013. In a similar manner, the next significant trend is moderately negative which exists from 2013 to 2012.","The statistic shows the life expectancy at birth in the united states from 2007 to 2017 . In 2017 , the average life expectancy at birth among the united states population was about 78.54 years .","This statistic shows the average life expectancy at birth in Germany from 2007 to 2017 . A child born in the year 2017 had an average life expectancy of 80.99 years .","Life expectancy at birth in Germany 2017"
"https://chart2text.s3.amazonaws.com/373.png","In 2018 , the Number of Facebook users in Brazil amounted to 75.6 millions and is projected to grow 91.5 millions in 2023 . The current Facebook usage penetration in Brazil is about 64 millions of the population . Social media in Brazil Social networking is a popular online activity in Brazil .","This line chart has an x axis representing Year and a y axis representing Number of users in millions with a total of 7 data points. The chart has one significant trend. This trend is positive which exists from 2023 to 2017.","This statistic shows the number of social network users in thailand from 2017 to 2023 . In 2023 , it is estimated that there will be around 32.2 million social network users in the country , up from 32.1 million in 2017 .","This statistic shows the number of Facebook users in Brazil from 2017 to 2023 . In 2018 , the number of Facebook users in Brazil reached 75.6 million , up from 71.9 million in 2017 . Facebook users in Brazil – additional information One of the leading online activities worldwide is social networking .","Brazil : number of Facebook users 2017 to 2023"
"https://chart2text.s3.amazonaws.com/773.png","This statistic shows the average Life expectancy in East_Asia for those born in 2019 , by gender and Region . The average Life expectancy across the whole continent was 71 years for Males and 75 years for Females in 2019 .","This grouped bar chart has 6 categories for the x axis of Region representing Males, and Females. The highest category is found at East Asia with a mean value of 77.5. The second highest category is found at Western Asia with a mean value of 74.5. This represents a difference of 3.9%.","This statistic shows the average life expectancy in africa for those born in 2019 , by gender and region . The average life expectancy across the whole continent was 61 years for males and 65 years for females . The average life expectancy globally was 70 years for males and 75 years for females in 2019 .","This statistic shows the average life expectancy in Asia for those born in 2019 , by gender and region . In East Asia , the average life expectancy was 75 years for males and 80 years for females in 2019 . Life expectancy Life expectancy is , in the statistical sense , the number of years to be lived .","Life expectancy in Asia in 2019"
"https://chart2text.s3.amazonaws.com/1133.png","This statistic shows global on Chemical of ( IoT ) 2000 2018 production in 2000 and 2018 . In 2000 , the IoT global in Total amounted to 31040 million U.S. dollars .","This grouped bar chart has 3 categories for the x axis of Fiber Type representing 2000, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, and 2018. The highest category is found at Total with a mean value of 59594.0. The second highest category is found at Synthetic fibers with a mean value of 54101.7. This represents a difference of 9.7%.","The statistic shows a breakdown of the alliance races in the online computer game world of warcraft as of 2019 . Approximately 28.5 percent of all alliance characters on U.S. realms were human . In general , the human race was prevalent throughout the world of warcraft series .","In 2018 , the total global production output of the chemical fiber industry amounted to 73.4 million metric tons . Chemical fibers are made from organic ( `` natural '' ) and synthetic polymers . Chemical fibers are manufactured industrially for various purposes .","Chemical fibers global production 2000 to 2018"
"https://chart2text.s3.amazonaws.com/533.png","The statistic shows the U.S. TV 2014 of and games FIFA selected their pets in the World in 2014 . In 2014 , American 2014 FIFA reckoned they spent a median amount of some 374 Brazil dollars on medical costs between Opening_match_-_Brazil_vs._Croatia_(06/12/14)(Univision_&_ESPN) and Group_match_-_USA_vs._Germany_(06/22/14)(Univision_&_ESPN) Opening_match_-_Brazil_vs._Croatia_(06/12/14)(Univision_&_ESPN) for their pet .","This grouped bar chart has 8 categories for the x axis of 2014 World Cup Matches representing ESPN/ABC, and Univision. The highest category is found at World Cup Final - Germany vs. Argentina (07/13/14)(Univision & ABC) with a mean value of 13.25. The second highest category is found at Group match - USA vs. Portugal (06/22/14)(Univision & ESPN) with a mean value of 12.35. This represents a difference of 7.0%.","This statistic shows the estimated annual expenses of cat and dog owners for their pets in the united in 2019 . In 2019 , American cat owners reckoned they spent a median amount of some 374 u.s. dollars on medical costs between surgical and routine vet visits for their pet .","The graph shows the TV viewership of selected games at the 2014 FIFA World Cup in Brazil . The opening match on June 12 between Brazil and Croatia had a total TV viewership of 9.5 million viewers in the United States .","U.S. TV viewership selected games 2014 FIFA World Cup in Brazil"
"https://chart2text.s3.amazonaws.com/104.png","This statistic shows the number of U.S. charters and U.S. chapters strikes ( as of 2012 ) . Both use drone are frequently mentioned in the media with regard to organized crime . At the time data was collected , there were 92 U.S. charters and 4 U.S. chapters in the Venezuela .","This grouped bar chart has 44 categories for the x axis of Country representing Disapprove, and Approve. The highest category is found at France with a mean value of 49.5. The second highest category is found at South Korea with a mean value of 49.0. This represents a difference of 1.0%.","This statistic shows the rate of individuals in the united kingdom ( uk ) in 2017 , by state . As of that year , 2 percent of individuals in their uk were unemployed as compared to 47 percent , compared to the previous year .","This statistic shows the opinion of respondents from different countries around the world in 2014 , on the use of drone strikes by the United States to target extremists . In Greece , 92 percent of respondents opposed America 's use of drone strikes .","Public opinion on U.S. use of drone strikes , by country 2014"
"https://chart2text.s3.amazonaws.com/171.png","This statistic illustrates the total Global internet in the gender in 2019 , usage Europe 2019 and by . In 2019 , about 33.8 out of 100,000 men of Africa origin died in the gender .","This grouped bar chart has 6 categories for the x axis of Country representing Male, and Female. The highest category is found at Europe with a mean value of 82.6. The second highest category is found at The Americas with a mean value of 77.2. This represents a difference of 6.8%.","This statistic shows the death rate for homicide in the united in 2018 , by gender and region . In 2018 , about 364.6 out of 100,000 men of hispanic origin died in the united .","There are still vast disparities between the internet access rates of male and female online users in global regions worldwide . In 2019 , 22.6 percent of Africa 's female population had online access , compared to 33.8 percent of men . In the Americas , the share of female online access was 76.8 percent .","Global internet usage rate 2019 , by gender and region"
"https://chart2text.s3.amazonaws.com/818.png","The Average retail price for one kilogram of regular in Canada was 109.7 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 106.0 and 106.5 Canadian dollars per kilogram . Prices were higher in 2015 , with an Average monthly cost of 106.0 dollars .","This grouped bar chart has 12 categories for the x axis of Month representing 2015, 2016, 2017, 2018, and 2019. The highest category is found at May with a mean value of 118.8. The second highest category is found at Jun with a mean value of 117.34. This represents a difference of 1.2%.","The average retail price for one kilogram of bananas in canada was 1.55 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 1.54 and 1.57 Canadian dollars per kilogram . Prices were higher in 2015 , with an average monthly cost of 1.7 dollars .","The average retail price for regular , unleaded gasoline at self-service stations in Canada was 114.5 Canadian cents per liter in December 2019 . Prices hitt a high of 1.3 dollars per liter in May 2019 . The average price in 2018 was around 1.26 dollars per liter , a substantial increase from an average of 1.07 dollars in 2015 .","Average retail price for regular , unleaded gasoline in Canada 2015 to 2019"
"https://chart2text.s3.amazonaws.com/319.png","This statistic shows the legal of price difference between in the United Kingdom ( January ) in 2016 with a U.S. for 2016 , January State . Superstore and hypermarket between of sales is predicted to fall from 301$ percent to 290$ percent in 2016 , with between expected to increase through discounter , California and Oregon channels . price shopping in the United Kingdom ( January ) is currently dominated January the 'big 214$ ' Colorado , Tesco Sainsbury 's , Asda and Morrisons , although the difference between of price stores has been increasingly volatile .","This grouped bar chart has 6 categories for the x axis of State representing Dispensary price, and Street price. The highest category is found at Michigan with a mean value of 287.5. The second highest category is found at Arizona with a mean value of 272.0. This represents a difference of 5.5%.","This statistic shows the value of the grocery retail market in the United Kingdom ( uk ) in the year to 2014 and a forecast for the year to 2019 , by retail channel . The value of superstores and hypermarkets is predicted to drop from 73.7 billion to 70.8 billion British pounds in 2019 , while the value of all other channels , particularly discounters and convenience stores , are expected to increase .","This statistic presents the U.S. states with the biggest difference between legal dispensary and illegal street prices for an ounce of marijuana as of January 2016 . California had the biggest price difference between legal and illegal marijuana with an ounce of marijuana from a legal dispensary costing 299 U.S. dollars compared to 218 dollars for illegal street bought marijuana .","U.S. price difference between legal and illegal cannabis as of January 2016 , by state"
"https://chart2text.s3.amazonaws.com/1122.png","The statistic shows the share of the various Category in the online computer game Category of as 2019 . Approximately 52.7 % of all global in Free apps were Finance . In terms of class Apple , in the same time period the majority of WoW players have chosen hunter as their character .","This grouped bar chart has 17 categories for the x axis of Category representing Free apps with in-app purchases, Paid apps without in-app purchases, and Paid apps with in-app purchases. The highest category is found at Productivity with a mean value of 33.37. The second highest category is found at Medical with a mean value of 33.37. This represents a difference of 0.0%.","This statistic shows the digital device usage for selected global online content activities as of the second half of 2017 , by device . During the survey period , 72 percent of respondents stated that they shopped online via PC or laptop .","This statistic presents the global revenue distribution of the ten most-grossing app categories in the Apple App Store , sorted by business model . In February 2014 , 92 percent of gaming app revenue was generated through freemium apps - free apps with in-app purchases . Only 6.1 percent of revenue came from paid-for gaming apps without in-app purchases .","Apple App Store : global category revenue share per business model 2014"
"https://chart2text.s3.amazonaws.com/1209.png","The statistic shows the rate bottled water in the Penetration in 2012 , brands Response . In 2012 , female employees working in Pinar earned 26 Turkey dollars per week on average , while their male counterparts earned 17 Turkey dollars .","This grouped bar chart has 20 categories for the x axis of Response representing 2012, and 2013. The highest category is found at Hayat with a mean value of 37.5. The second highest category is found at Erikli with a mean value of 30.5. This represents a difference of 20.6%.","The statistic depicts the National Foootball League players with the most kick return touchdowns in the league 's history as of 2020 . Shown are the players with at least 8 returns for touchdowns in their career . Of these players , nobody has returned more kicks for touchdowns in nfl history than devin hester .","This statistic illustrates the average penetration rate of bottled water brands in Turkey in 2012 and 2013 . The survey revealed that 14 percent of respondents purchased Damla brand bottled water within the last three to twelve months of 2013 .","Penetration rate of bottled water brands in Turkey 2012 to 2013"
"https://chart2text.s3.amazonaws.com/667.png","This statistic shows the number of victims the Brazil Henrique_Meirelles_(MDB) Vera_Lúcia_(PSTU) in the Cabo_Daciolo_(PATRI) between 1982 and Brazil 0 , 2018 . Shown are the 25 Henrique_Meirelles_(MDB) Vera_Lúcia_(PSTU) with the highest number of Situation . The number of Situation people in these Vera_Lúcia_(PSTU) is also provided .","This grouped bar chart has 30 categories for the x axis of Month representing Situation A, and Situation B. The highest category is found at Luiz Inácio Lula da Silva (PT) with a mean value of 19.5. The second highest category is found at Blank or voided ballots/No vote with a mean value of 11.0. This represents a difference of 55.7%.","essential sold have a voluminous import market in europe . In 2017 , a total of 87,000 tonnes of essential oils were imported by European countries . On an individual level , countries within europe had varying degrees of interest and import trade in different types of essential oils .","The statistic shows the results of a survey carried out in August 2018 to measure the voting intention for the leading candidates to the first round of presidential elections in Brazil . Respondents were presented with two sets of candidates reflecting different potential election situations . As of August 2018 , the voting intention for presidential candidate Marina Silva amounted to 8 percent in the situation A and 16 percent in the situation B .","Brazil : voting intention for 2018 presidential elections , by candidate"
"https://chart2text.s3.amazonaws.com/656.png","California is the most successful nation of all time at the U.S. Games , having amassed a total of 368 medals since the first U.S. Olympics in 2016 . As of 2018 , California was the most popular U.S. states in the U.S. , with over 39798 million U.S. dollars . This total State 30579 % increased from 2016 .","This grouped bar chart has 10 categories for the x axis of State representing 2016, 2017, and 2018. The highest category is found at California with a mean value of 40226.67. The second highest category is found at Wisconsin with a mean value of 30340.67. This represents a difference of 28.0%.","This statistic shows the u.s. states with the highest rice yield per harvested acre from 2014 to 2019 . california reported a rice yield of 8450 pounds per harvested acre in 2019 .","This statistic shows the ten U.S. states with the highest amount of milk production from 2016 to 2018 . California , was the leading producer , where 40.4 billion pounds of milk were produced in 2018 . Milk production Dairy farming is an agricultural business which is engaged in the long-term milk production within the dairy industry .","Top U.S. states based on milk production 2016 to 2018"
