id,dataPath,caption,chartType,xAxis,yAxis,URL
73,/content/gdrive/My Drive/Pew3/73.csv,"Revenue from retransmission fees – the fees paid by cable and satellite systems to carry local channels – has been increasing rapidly in the past decade, according to estimates from Kagan, a media research group in S&P Global Market Intelligence. In 2018, retransmission revenue reached almost $10.2 billion, up from $9.4 billion in 2017; Kagan projects that this figure will reach $12.2 billion by 2023.",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='', fragment='', nofollow=False)"
74,/content/gdrive/My Drive/Pew3/74.csv,"Six major publicly held local TV station companies – Tribune, Nexstar, Sinclair, Tegna, Gray and Scripps – report political advertising revenue separately from other types of revenues in their Securities and Exchange Commission filings. In 2018, the six companies reported a total of $1.2 billion in political advertising revenue, compared with $843 million in 2016 and $696 million in 2014, the two most recent election years. (Data points for 2012 to 2016 also include Media General, which was purchased by Nexstar in 2017.)",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='', fragment='', nofollow=False)"
75,/content/gdrive/My Drive/Pew3/75.csv,"Six major publicly held local TV station companies – Tribune, Nexstar, Sinclair, Tegna, Gray and Scripps – report political advertising revenue separately from other types of revenues in their Securities and Exchange Commission filings. In 2018, the six companies reported a total of $1.2 billion in political advertising revenue, compared with $843 million in 2016 and $696 million in 2014, the two most recent election years. (Data points for 2012 to 2016 also include Media General, which was purchased by Nexstar in 2017.)",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='', fragment='', nofollow=False)"
76,/content/gdrive/My Drive/Pew3/76.csv,"Roughly 29,000 employees worked as reporters, editors, photographers or film and video editors in broadcast TV newsrooms in 2018, according to data from the Bureau of Labor Statistics’ Occupational Employment Statistics. Median wages for editors in 2018 were about $57,000, while for reporters the figure was about $55,000. For film and video editors and camera operators, the median wage was about $50,000. Photographers had a median wage of about $46,000. (Broadcast TV newsroom employment and wage data includes both national and local TV broadcasters. For details, see the methodology.)",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='', fragment='', nofollow=False)"
77,/content/gdrive/My Drive/Pew3/77.csv,"The average amount of weekday local TV news programming was increased slightly in 2018, according to the RTDNA/Hofstra University survey. Local TV stations dedicated an average of 5.9 hours to news programming per weekday in 2018, up slightly from 5.6 hours in 2017.",line,year,hours,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='', fragment='', nofollow=False)"
78,/content/gdrive/My Drive/Pew3/78.csv,"In 2018, 144 local TV stations changed hands at a cost of $8.8 billion, as annually reported by BIA Advisory Services. This is up from $4.7 billion across 107 stations that experienced changes in ownership in 2017.)",line,year,hours,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='', fragment='', nofollow=False)"
79,/content/gdrive/My Drive/Pew3/79.csv,"In 2018, 144 local TV stations changed hands at a cost of $8.8 billion, as annually reported by BIA Advisory Services. This is up from $4.7 billion across 107 stations that experienced changes in ownership in 2017.)",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='', fragment='', nofollow=False)"
80,/content/gdrive/My Drive/Pew3/80.csv,"This fact sheet was compiled by Associate Director Katerina Eva Matsa and Sophia Fedeli, who was a Research Assistant at Pew Research Center in 2018 and 2019.",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='', fragment='', nofollow=False)"
81,/content/gdrive/My Drive/Pew3/81.csv,"The top 20 NPR-affiliated public radio stations (by listenership) had on average a total weekly listenership of about 11 million in 2018, about the same as in 2017. (This includes listeners of NPR programming as well as original or other syndicated content aired on these stations.)",line,year,listenership,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
82,/content/gdrive/My Drive/Pew3/82.csv,"When looking specifically at NPR programming across all stations that carry it, terrestrial broadcast listenership declined somewhat between 2017 and 2018. (Traditional radio listening is “terrestrial,” i.e., coming from radio broadcast towers rather than satellites or the internet.) About 28.5 million average weekly listeners tuned in to NPR programming during the year, down from 30.1 million in 2017, according to internal data provided by the organization.",line,year,listenership,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
83,/content/gdrive/My Drive/Pew3/83.csv,"The audience for public television programming declined over the past year: In 2018, the NewsHour program, which airs on PBS, attracted 1.1 million viewers on average, down 6% from the year before.",line,year,total average viewership,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
84,/content/gdrive/My Drive/Pew3/84.csv,The financial picture for news outlets in public broadcasting appeared strong both locally and nationally.,line,year,total average viewership,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
85,/content/gdrive/My Drive/Pew3/85.csv,"At the local public radio level, an analysis of the public filings provided by 123 of the largest news-oriented licensees (organizations that operate local public radio stations) shows that in 2017 – the last year for which reliable data is available – total revenue for this group was $904.7 million.",line,year,total revenue,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
86,/content/gdrive/My Drive/Pew3/86.csv,"This revenue for local public radio comes from a range of streams, but individual giving (which includes member revenue and major gifts) and underwriting (from businesses and foundations as well as other nonprofit organizations) are two key sources of funding. Among the 123 news-oriented licensees studied here, individual giving and underwriting accounted for a combined $595.5 million in revenue in 2017.",line,year,total revenue,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
87,/content/gdrive/My Drive/Pew3/87.csv,"The total number of individual members – defined as anyone who has given money to one of the stations owned by these 123 licensees in each calendar year – in 2017 was 2.3 million, about a 10% increase over the previous year.",line,year,total membership,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
88,/content/gdrive/My Drive/Pew3/88.csv,"On the television side, NewsHour derives its revenue from a variety of sources, including PBS, the Corporation for Public Broadcasting (CPB) and a mix of “nonpublic” streams such as corporations, individual giving and foundations. While the details about public sources of revenue were unavailable for this analysis, NewsHour did provide information about its breakdown of nonpublic funding. In 2018, contributions from individuals comprised 13% of total nonpublic funding. (Information on whether the total amount of this funding rose or fell was also unavailable.)",line,year,total membership,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
89,/content/gdrive/My Drive/Pew3/89.csv,"Program and production expenses for the 123 news-oriented local public radio licensees was $446.8 million in 2017, compared with $439.6 million in 2016. While program and production expenses comprise only a portion of overall station expenses, an increase in these kinds of expenditures indicates that the stations are directing more dollars toward the creation of news content.",line,year,total program and production expenses,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
90,/content/gdrive/My Drive/Pew3/90.csv,This fact sheet was compiled by Senior Writer/Editor Elizabeth Grieco.,line,year,total program and production expenses,"Link(url='https://www.journalism.org/fact-sheet/public-broadcasting/', text='PublicationsJul 23, 2019Public Broadcasting Fact Sheet', fragment='', nofollow=False)"
91,/content/gdrive/My Drive/Pew3/91.csv,"Note: This and most data on the radio sector apply to all types of listening and do not break out news, except where noted. Nielsen lists news/talk among the most-listened-to radio formats; in 2018, the news/talk format earned 10% of radio audiences during the average 15-minute period during the day.",line,year,listen to terrestrial radio,"Link(url='https://www.journalism.org/fact-sheet/audio-and-podcasting/', text='State of the MediaJul 9, 2019Audio and Podcasting Fact Sheet', fragment='', nofollow=False)"
92,/content/gdrive/My Drive/Pew3/92.csv,"According to “The Infinite Dial” report by Edison Research and Triton Digital, the share of the public listening to online radio continues to grow. As of early 2019, 67% of Americans ages 12 and older had listened to online radio in the past month, while 60% had listened in the past week. This is up slightly from 64% and 57%, respectively, in 2018, continuing online radio’s steady year-over-year growth.",line,year,listen to terrestrial radio,"Link(url='https://www.journalism.org/fact-sheet/audio-and-podcasting/', text='State of the MediaJul 9, 2019Audio and Podcasting Fact Sheet', fragment='', nofollow=False)"
93,/content/gdrive/My Drive/Pew3/93.csv,"Online radio listening in cars, such as listening to AM/FM stations online or streaming other online audio, remained steady after years of increase. In 2019, 41% of Americans ages 12 and older have ever listened to online radio in a car using a phone, up from just 5% in 2010.",line,year,listen to online radio in a car using a cellphone,"Link(url='https://www.journalism.org/fact-sheet/audio-and-podcasting/', text='State of the MediaJul 9, 2019Audio and Podcasting Fact Sheet', fragment='', nofollow=False)"
94,/content/gdrive/My Drive/Pew3/94.csv,"The percentage of Americans who have listened to a podcast has also substantially increased over the last decade. As of 2019, 51% of Americans ages 12 or older have ever listened to a podcast, according to Edison Research and Triton Digital survey data, and 32% have listened to a podcast in the past month, up from 26% in 2018 and just 9% in 2008. Furthermore, 22% of those 12 and older said they have listened to a podcast in the last week, up from 7% when this was first measured in 2013. (The data in this chart, as well as in the subsequent chart about podcasts, is for all types of listening and do not break out news programs.)",line,year,listen to online radio in a car using a cellphone,"Link(url='https://www.journalism.org/fact-sheet/audio-and-podcasting/', text='State of the MediaJul 9, 2019Audio and Podcasting Fact Sheet', fragment='', nofollow=False)"
95,/content/gdrive/My Drive/Pew3/95.csv,"The addition of these figures would also change the overall picture for combined print and digital circulation. The digital boost driven by these two large, national brands would still result in an overall drop in circulation year over year, but a smaller one: Overall weekday circulation would have fallen by 1% in 2018 rather than 8%.",line,year,average monthly unique visitors,"Link(url='https://www.journalism.org/fact-sheet/newspapers/', text='State of the MediaJul 9, 2019Newspapers Fact Sheet', fragment='', nofollow=False)"
96,/content/gdrive/My Drive/Pew3/96.csv,"Gauging digital audience for the entire newspaper industry is difficult since many daily newspapers do not receive enough traffic to their websites to be measured by Comscore, the data source relied on here. Thus, the figures offered above reflect the top 50 U.S. daily newspapers based on circulation. In the fourth quarter of 2018, there was an average of 11.6 million monthly unique visitors (across all devices) for these top 50 newspapers. This is nearly the same as in Q4 2017 (11.5 million) and 2016 (11.7 million); following two years of growth from 2014 to 2016, newspapers’ website traffic has leveled off. (The list of top 50 papers is based on Sunday circulation but also includes The Wall Street Journal, which does not report Sunday circulation to AAM. It also includes The Washington Post and The New York Times, which make the top 50 even though they do not fully report their digital circulation to AAM. For more details and the full list of newspapers, see our methodology.)",line,year,average monthly unique visitors,"Link(url='https://www.journalism.org/fact-sheet/newspapers/', text='State of the MediaJul 9, 2019Newspapers Fact Sheet', fragment='', nofollow=False)"
97,/content/gdrive/My Drive/Pew3/97.csv,"Gauging digital audience for the entire newspaper industry is difficult since many daily newspapers do not receive enough traffic to their websites to be measured by Comscore, the data source relied on here. Thus, the figures offered above reflect the top 50 U.S. daily newspapers based on circulation. In the fourth quarter of 2018, there was an average of 11.6 million monthly unique visitors (across all devices) for these top 50 newspapers. This is nearly the same as in Q4 2017 (11.5 million) and 2016 (11.7 million); following two years of growth from 2014 to 2016, newspapers’ website traffic has leveled off. (The list of top 50 papers is based on Sunday circulation but also includes The Wall Street Journal, which does not report Sunday circulation to AAM. It also includes The Washington Post and The New York Times, which make the top 50 even though they do not fully report their digital circulation to AAM. For more details and the full list of newspapers, see our methodology.)",line,year,average minutes per visit,"Link(url='https://www.journalism.org/fact-sheet/newspapers/', text='State of the MediaJul 9, 2019Newspapers Fact Sheet', fragment='', nofollow=False)"
98,/content/gdrive/My Drive/Pew3/98.csv,"Average minutes per visit for the top 50 U.S. daily newspapers, based on circulation, is about 2 1/3 minutes in Q4 2018. This is down 5% from Q4 2017.",line,year,average minutes per visit,"Link(url='https://www.journalism.org/fact-sheet/newspapers/', text='State of the MediaJul 9, 2019Newspapers Fact Sheet', fragment='', nofollow=False)"
99,/content/gdrive/My Drive/Pew3/99.csv,"In the chart above, data through 2012 comes from the trade group formerly known as the Newspaper Association of America (NAA), now known as the News Media Alliance (NMA). Data from 2013 onward is based on the Center’s analysis of financial statements from publicly traded U.S. newspaper companies, which now number seven and account for more than 300 U.S. daily newspapers, from large national papers to midsize metro dailies and local papers. From 2013 onward, the year-over-year percentage change in advertising and circulation revenue for these companies is calculated and then applied to the previous year’s revenue totals as reported by the NMA/NAA. In testing this method, changes from 2006 through 2012 generally matched those as reported by the NMA/NAA; for more details, see our 2016 report.",line,year,advertising revenue coming from digital advertising,"Link(url='https://www.journalism.org/fact-sheet/newspapers/', text='State of the MediaJul 9, 2019Newspapers Fact Sheet', fragment='', nofollow=False)"
100,/content/gdrive/My Drive/Pew3/100.csv,"Digital advertising accounted for 35% of newspaper advertising revenue in 2018, based on this analysis of publicly traded newspaper companies. The portion stood at 31% in 2017 – but at 17% in 2011, the first year it was possible to perform this analysis.",line,year,advertising revenue coming from digital advertising,"Link(url='https://www.journalism.org/fact-sheet/newspapers/', text='State of the MediaJul 9, 2019Newspapers Fact Sheet', fragment='', nofollow=False)"
101,/content/gdrive/My Drive/Pew3/101.csv,"Revenue from retransmission fees – the fees paid by cable and satellite systems to carry local channels – has been increasing rapidly in the past decade, according to estimates from Kagan, a media research group in S&P Global Market Intelligence. In 2018, retransmission revenue reached almost $10.2 billion, up from $9.4 billion in 2017; Kagan projects that this figure will reach $12.2 billion by 2023.",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='PublicationsJun 25, 2019Local TV News Fact Sheet', fragment='', nofollow=False)"
102,/content/gdrive/My Drive/Pew3/102.csv,"Six major publicly held local TV station companies – Tribune, Nexstar, Sinclair, Tegna, Gray and Scripps – report political advertising revenue separately from other types of revenues in their Securities and Exchange Commission filings. In 2018, the six companies reported a total of $1.2 billion in political advertising revenue, compared with $843 million in 2016 and $696 million in 2014, the two most recent election years. (Data points for 2012 to 2016 also include Media General, which was purchased by Nexstar in 2017.)",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='PublicationsJun 25, 2019Local TV News Fact Sheet', fragment='', nofollow=False)"
103,/content/gdrive/My Drive/Pew3/103.csv,"Six major publicly held local TV station companies – Tribune, Nexstar, Sinclair, Tegna, Gray and Scripps – report political advertising revenue separately from other types of revenues in their Securities and Exchange Commission filings. In 2018, the six companies reported a total of $1.2 billion in political advertising revenue, compared with $843 million in 2016 and $696 million in 2014, the two most recent election years. (Data points for 2012 to 2016 also include Media General, which was purchased by Nexstar in 2017.)",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='PublicationsJun 25, 2019Local TV News Fact Sheet', fragment='', nofollow=False)"
104,/content/gdrive/My Drive/Pew3/104.csv,"Roughly 29,000 employees worked as reporters, editors, photographers or film and video editors in broadcast TV newsrooms in 2018, according to data from the Bureau of Labor Statistics’ Occupational Employment Statistics. Median wages for editors in 2018 were about $57,000, while for reporters the figure was about $55,000. For film and video editors and camera operators, the median wage was about $50,000. Photographers had a median wage of about $46,000. (Broadcast TV newsroom employment and wage data includes both national and local TV broadcasters. For details, see the methodology.)",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='PublicationsJun 25, 2019Local TV News Fact Sheet', fragment='', nofollow=False)"
105,/content/gdrive/My Drive/Pew3/105.csv,"The average amount of weekday local TV news programming was increased slightly in 2018, according to the RTDNA/Hofstra University survey. Local TV stations dedicated an average of 5.9 hours to news programming per weekday in 2018, up slightly from 5.6 hours in 2017.",line,year,hours,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='PublicationsJun 25, 2019Local TV News Fact Sheet', fragment='', nofollow=False)"
106,/content/gdrive/My Drive/Pew3/106.csv,"In 2018, 144 local TV stations changed hands at a cost of $8.8 billion, as annually reported by BIA Advisory Services. This is up from $4.7 billion across 107 stations that experienced changes in ownership in 2017.)",line,year,hours,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='PublicationsJun 25, 2019Local TV News Fact Sheet', fragment='', nofollow=False)"
107,/content/gdrive/My Drive/Pew3/107.csv,"In 2018, 144 local TV stations changed hands at a cost of $8.8 billion, as annually reported by BIA Advisory Services. This is up from $4.7 billion across 107 stations that experienced changes in ownership in 2017.)",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='PublicationsJun 25, 2019Local TV News Fact Sheet', fragment='', nofollow=False)"
108,/content/gdrive/My Drive/Pew3/108.csv,"This fact sheet was compiled by Associate Director Katerina Eva Matsa and Sophia Fedeli, who was a Research Assistant at Pew Research Center in 2018 and 2019.",line,year,revenue,"Link(url='https://www.journalism.org/fact-sheet/local-tv-news/', text='PublicationsJun 25, 2019Local TV News Fact Sheet', fragment='', nofollow=False)"
109,/content/gdrive/My Drive/Pew3/109.csv,"The average audience for the evening newscasts for ABC, CBS and NBC remained relatively stable in 2018, with 5.3 million viewers tuning in on average, compared with 5.2 million in 2017, according to Comscore TV Essentials® data. (Average audience is defined as the average number of TVs tuned to a program throughout a time period.)",line,year,evening news audience,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
110,/content/gdrive/My Drive/Pew3/110.csv,Previous versions of this fact sheet included audience data stretching back to 2008. That data is available in the archived 2017 fact sheet.,line,year,evening news audience,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
111,/content/gdrive/My Drive/Pew3/111.csv,"Average audience for morning news programs from ABC, CBS and NBC declined over the past year, down 4% in 2018, to about 3.2 million from 3.3 million.",line,year,morning news audience,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
112,/content/gdrive/My Drive/Pew3/112.csv,"Average audience for the network TV Sunday morning political talk shows on ABC, CBS, Fox and NBC – This Week, Face the Nation, Fox News Sunday and Meet the Press, respectively – declined 8% in 2018, to about 2.3 million average viewers.",line,year,morning news audience,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
113,/content/gdrive/My Drive/Pew3/113.csv,"Average audience for the network TV Sunday morning political talk shows on ABC, CBS, Fox and NBC – This Week, Face the Nation, Fox News Sunday and Meet the Press, respectively – declined 8% in 2018, to about 2.3 million average viewers.",line,year,sunday morning political talk show audience,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
114,/content/gdrive/My Drive/Pew3/114.csv,"The average audience for the four newsmagazine shows aired by the networks – ABC’s 20/20, CBS’s 60 Minutes and 48 Hours, and NBC’s Dateline – declined in 2018, down 8% from 2017.",line,year,sunday morning political talk show audience,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
115,/content/gdrive/My Drive/Pew3/115.csv,"The average audience for the four newsmagazine shows aired by the networks – ABC’s 20/20, CBS’s 60 Minutes and 48 Hours, and NBC’s Dateline – declined in 2018, down 8% from 2017.",line,year,newsmagazine audience,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
116,/content/gdrive/My Drive/Pew3/116.csv,"Combined advertiser expenditures for the evening broadcast news programs, ABC’s World News Tonight, CBS Evening News and NBC Nightly News, were $518 million in 2018, a decline of 6% compared with 2017, according to estimates from Kantar Media. (This data reflects the amount of money paid by advertisers, rather than the amount of revenue actually earned by networks.)",line,year,newsmagazine audience,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
117,/content/gdrive/My Drive/Pew3/117.csv,"Combined advertiser expenditures for the evening broadcast news programs, ABC’s World News Tonight, CBS Evening News and NBC Nightly News, were $518 million in 2018, a decline of 6% compared with 2017, according to estimates from Kantar Media. (This data reflects the amount of money paid by advertisers, rather than the amount of revenue actually earned by networks.)",line,year,average expenditure,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
118,/content/gdrive/My Drive/Pew3/118.csv,"The three networks’ advertiser expenditures for the morning news programs saw a slight increase in 2018, increasing 3% to $1.13 billion from $1.09 billion.",line,year,average expenditure,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
119,/content/gdrive/My Drive/Pew3/119.csv,"The three networks’ advertiser expenditures for the morning news programs saw a slight increase in 2018, increasing 3% to $1.13 billion from $1.09 billion.",line,year,average expenditure,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
120,/content/gdrive/My Drive/Pew3/120.csv,This fact sheet was compiled by Associate Director Katerina Eva Matsa and Research Assistant Mason Walker.,line,year,average expenditure,"Link(url='https://www.journalism.org/fact-sheet/network-news/', text='', fragment='', nofollow=False)"
121,/content/gdrive/My Drive/Pew3/121.csv,"Univision’s total revenue remained steady at slightly less than $3 billion in 2018. (Telemundo’s revenue is not available for analysis, as its parent company, Comcast, does not provide network-specific revenue.)",line,year,total revenue,"Link(url='https://www.journalism.org/fact-sheet/hispanic-and-black-news-media/', text='', fragment='', nofollow=False)"
122,/content/gdrive/My Drive/Pew3/122.csv,"Note: This and most data on the radio sector apply to all types of listening and do not break out news, except where noted. Nielsen lists news/talk among the most-listened-to radio formats; in 2018, the news/talk format earned 10% of radio audiences during the average 15-minute period during the day.",line,year,listen to terrestrial radio,"Link(url='https://www.journalism.org/fact-sheet/audio-and-podcasting/', text='', fragment='', nofollow=False)"
123,/content/gdrive/My Drive/Pew3/123.csv,"According to “The Infinite Dial” report by Edison Research and Triton Digital, the share of the public listening to online radio continues to grow. As of early 2019, 67% of Americans ages 12 and older had listened to online radio in the past month, while 60% had listened in the past week. This is up slightly from 64% and 57%, respectively, in 2018, continuing online radio’s steady year-over-year growth.",line,year,listen to terrestrial radio,"Link(url='https://www.journalism.org/fact-sheet/audio-and-podcasting/', text='', fragment='', nofollow=False)"
124,/content/gdrive/My Drive/Pew3/124.csv,"Online radio listening in cars, such as listening to AM/FM stations online or streaming other online audio, remained steady after years of increase. In 2019, 41% of Americans ages 12 and older have ever listened to online radio in a car using a phone, up from just 5% in 2010.",line,year,listen to online radio in a car using a cellphone,"Link(url='https://www.journalism.org/fact-sheet/audio-and-podcasting/', text='', fragment='', nofollow=False)"
125,/content/gdrive/My Drive/Pew3/125.csv,"The percentage of Americans who have listened to a podcast has also substantially increased over the last decade. As of 2019, 51% of Americans ages 12 or older have ever listened to a podcast, according to Edison Research and Triton Digital survey data, and 32% have listened to a podcast in the past month, up from 26% in 2018 and just 9% in 2008. Furthermore, 22% of those 12 and older said they have listened to a podcast in the last week, up from 7% when this was first measured in 2013. (The data in this chart, as well as in the subsequent chart about podcasts, is for all types of listening and do not break out news programs.)",line,year,listen to online radio in a car using a cellphone,"Link(url='https://www.journalism.org/fact-sheet/audio-and-podcasting/', text='', fragment='', nofollow=False)"
126,/content/gdrive/My Drive/Pew3/126.csv,"The top 20 NPR-affiliated public radio stations (by listenership) had on average a total weekly listenership of about 11 million in 2018, about the same as in 2017. (This includes listeners of NPR programming as well as original or other syndicated content aired on these stations.)",line,year,listenership,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
127,/content/gdrive/My Drive/Pew3/127.csv,"When looking specifically at NPR programming across all stations that carry it, terrestrial broadcast listenership declined somewhat between 2017 and 2018. (Traditional radio listening is “terrestrial,” i.e., coming from radio broadcast towers rather than satellites or the internet.) About 28.5 million average weekly listeners tuned in to NPR programming during the year, down from 30.1 million in 2017, according to internal data provided by the organization.",line,year,listenership,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
128,/content/gdrive/My Drive/Pew3/128.csv,"The audience for public television programming declined over the past year: In 2018, the NewsHour program, which airs on PBS, attracted 1.1 million viewers on average, down 6% from the year before.",line,year,total average viewership,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
129,/content/gdrive/My Drive/Pew3/129.csv,The financial picture for news outlets in public broadcasting appeared strong both locally and nationally.,line,year,total average viewership,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
130,/content/gdrive/My Drive/Pew3/130.csv,"At the local public radio level, an analysis of the public filings provided by 123 of the largest news-oriented licensees (organizations that operate local public radio stations) shows that in 2017 – the last year for which reliable data is available – total revenue for this group was $904.7 million.",line,year,total revenue,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
131,/content/gdrive/My Drive/Pew3/131.csv,"This revenue for local public radio comes from a range of streams, but individual giving (which includes member revenue and major gifts) and underwriting (from businesses and foundations as well as other nonprofit organizations) are two key sources of funding. Among the 123 news-oriented licensees studied here, individual giving and underwriting accounted for a combined $595.5 million in revenue in 2017.",line,year,total revenue,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
132,/content/gdrive/My Drive/Pew3/132.csv,"The total number of individual members – defined as anyone who has given money to one of the stations owned by these 123 licensees in each calendar year – in 2017 was 2.3 million, about a 10% increase over the previous year.",line,year,total membership,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
133,/content/gdrive/My Drive/Pew3/133.csv,"On the television side, NewsHour derives its revenue from a variety of sources, including PBS, the Corporation for Public Broadcasting (CPB) and a mix of “nonpublic” streams such as corporations, individual giving and foundations. While the details about public sources of revenue were unavailable for this analysis, NewsHour did provide information about its breakdown of nonpublic funding. In 2018, contributions from individuals comprised 13% of total nonpublic funding. (Information on whether the total amount of this funding rose or fell was also unavailable.)",line,year,total membership,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
134,/content/gdrive/My Drive/Pew3/134.csv,"Program and production expenses for the 123 news-oriented local public radio licensees was $446.8 million in 2017, compared with $439.6 million in 2016. While program and production expenses comprise only a portion of overall station expenses, an increase in these kinds of expenditures indicates that the stations are directing more dollars toward the creation of news content.",line,year,total program and production expenses,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
135,/content/gdrive/My Drive/Pew3/135.csv,This fact sheet was compiled by Senior Writer/Editor Elizabeth Grieco.,line,year,total program and production expenses,"Link(url='http://www.journalism.org/fact-sheet/public-broadcasting/', text='a separate fact sheet', fragment='', nofollow=False)"
136,/content/gdrive/My Drive/Pew3/136.csv,"The addition of these figures would also change the overall picture for combined print and digital circulation. The digital boost driven by these two large, national brands would still result in an overall drop in circulation year over year, but a smaller one: Overall weekday circulation would have fallen by 1% in 2018 rather than 8%.",line,year,average monthly unique visitors,"Link(url='https://www.journalism.org/fact-sheet/newspapers/', text='', fragment='', nofollow=False)"
137,/content/gdrive/My Drive/Pew3/137.csv,"Gauging digital audience for the entire newspaper industry is difficult since many daily newspapers do not receive enough traffic to their websites to be measured by Comscore, the data source relied on here. Thus, the figures offered above reflect the top 50 U.S. daily newspapers based on circulation. In the fourth quarter of 2018, there was an average of 11.6 million monthly unique visitors (across all devices) for these top 50 newspapers. This is nearly the same as in Q4 2017 (11.5 million) and 2016 (11.7 million); following two years of growth from 2014 to 2016, newspapers’ website traffic has leveled off. (The list of top 50 papers is based on Sunday circulation but also includes The Wall Street Journal, which does not report Sunday circulation to AAM. It also includes The Washington Post and The New York Times, which make the top 50 even though they do not fully report their digital circulation to AAM. For more details and the full list of newspapers, see our methodology.)",line,year,average monthly unique visitors,"Link(url='https://www.journalism.org/fact-sheet/newspapers/', text='', fragment='', nofollow=False)"
