HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.imgPath,Input.generated,Input.generated_baseline,Input.generated_untemplated,Input.gold,Input.titles,Answer.explanation1,Answer.explanation2,Answer.explanation3,Answer.explanation4,Answer.no0.0,Answer.option1a.1,Answer.option1b.1,Answer.option1c.1,Answer.option1d.1,Answer.option2a.2,Answer.option2b.2,Answer.option2c.2,Answer.option2d.2,Answer.option3a.3,Answer.option3b.3,Answer.option3c.3,Answer.option3d.3,Answer.option4a.4,Answer.option4b.4,Answer.option4c.4,Answer.option4d.4,Answer.option5a.5,Answer.option5b.5,Answer.option5c.5,Answer.option5d.5,Answer.other0.3,Answer.otherText0,Answer.partial0.2,Answer.yes0.1,Approve,Reject
3X2YVV51PUBFK3G46Y10I6O0OC7W1D,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:29 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:29 PDT 2020,3VBEN272ML7M4LNSUEH3HOL7WJEGSK,A1WD0DK58AKBVE,Submitted,Thu Aug 27 09:06:44 PDT 2020,Thu Aug 27 09:52:31 PDT 2020,Thu Sep 03 09:52:31 PDT 2020,,,,2747,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/43.png,"This statistic displays the Unemployment rate in New York Unemployment from 1992 to 2018 . In 2018 , Unemployment in New York Unemployment was 4.1 % .","This line chart has an x axis representing Year and a y axis representing Unemployment rate, with a total of 27 data points. The chart has 6 significant trends. The longest trend is slightly negative which exists from '18 to '12. But, the next significant trend is extremely positive which exists from '12 to '06. Also, the next significant trend is slightly negative which exists from '97 to '92. Differently, the next significant trend is slightly negative which exists from '06 to '03. Differently, the next significant trend is extremely positive which exists from '03 to '00. Similarly, the next significant trend is moderately negative which exists from '00 to '97.","This statistic displays the unemployment rate in michigan from 1992 to 2018 . In 2018 , unemployment in michigan was 4.1 percent .","This statistic displays the unemployment rate in the state of New York from 1992 to 2018 . In 2018 , unemployment in New York was 4.1 percent .",New York - Unemployment rate 1992 to 2018,summary of the chart is very  coherent,summary of the chart is very fluent and good in grammar,summary of the chart is very concise,very clearly informed the statitics data,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,chart shows the correct value as instructed above.,false,true,,
35F6NGNVM8Q138RC09DYWW8EN4PT7H,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,31T4R4OBOTON4BNV4PN9W64WBB8C7E,A35LNGH7OIJH23,Submitted,Thu Aug 27 07:07:57 PDT 2020,Thu Aug 27 07:17:54 PDT 2020,Thu Sep 03 07:17:54 PDT 2020,,,,597,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/556.png,"This statistic shows the average Inflation rate in Malawi from 1984 to 2018 , with projections up until 2024 . In 2018 , the average Inflation rate in Malawi amounted to about 9.22 % compared to the previous Year .","This line chart has an x axis representing Year and a y axis representing Inflation rate compared to previous year, with a total of 41 data points. The chart has 5 significant trends. The longest trend is moderately negative which exists from 2024 to 2013. Conversely, the next significant trend is moderately positive which exists from 2008 to 2001. Likewise, the next significant trend is extremely negative which exists from 1995 to 1988. Contrarily, the next significant trend is slightly negative which exists from 2001 to 1995. Differently, the next significant trend is extremely negative which exists from 2013 to 2008.","This statistic shows the average inflation rate in trinidad and tobago from 1984 to 2018 , with projections up until 2024 . In 2018 , the average inflation rate in trinidad and tobago amounted to about 1.02 percent compared to the previous year .","This statistic shows the average inflation rate in Malawi from 1984 to 2018 , with projections up until 2024 . In 2018 , the average inflation rate in Malawi amounted to about 9.22 percent compared to the previous year .",Inflation rate in Malawi 2024,the chart to be the coherent.,the summary char to be the neutral.,inflation rate finding is very short method.,the choice of informative to the chart find the rate of infflation the year wise.,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false,false,false,false,false,The chart very useful to the finding to inflation rate to the prevous year as per the year wise.,false,true,,
35F6NGNVM8Q138RC09DYWW8EN4PT7H,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3WI0P0II6207RMDODZGQLTDEXOSRD8,A1WYN1IJZV6G4Y,Submitted,Thu Aug 27 08:03:01 PDT 2020,Thu Aug 27 08:33:42 PDT 2020,Thu Sep 03 08:33:42 PDT 2020,,,,1841,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/556.png,"This statistic shows the average Inflation rate in Malawi from 1984 to 2018 , with projections up until 2024 . In 2018 , the average Inflation rate in Malawi amounted to about 9.22 % compared to the previous Year .","This line chart has an x axis representing Year and a y axis representing Inflation rate compared to previous year, with a total of 41 data points. The chart has 5 significant trends. The longest trend is moderately negative which exists from 2024 to 2013. Conversely, the next significant trend is moderately positive which exists from 2008 to 2001. Likewise, the next significant trend is extremely negative which exists from 1995 to 1988. Contrarily, the next significant trend is slightly negative which exists from 2001 to 1995. Differently, the next significant trend is extremely negative which exists from 2013 to 2008.","This statistic shows the average inflation rate in trinidad and tobago from 1984 to 2018 , with projections up until 2024 . In 2018 , the average inflation rate in trinidad and tobago amounted to about 1.02 percent compared to the previous year .","This statistic shows the average inflation rate in Malawi from 1984 to 2018 , with projections up until 2024 . In 2018 , the average inflation rate in Malawi amounted to about 9.22 percent compared to the previous year .",Inflation rate in Malawi 2024,Its slightly coherent,Its very fluent,The summary is taking too long,Its going ups and down,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,The chart values are very supported,false,true,,
3PIOQ99R7YT566YOGLKXXPG66X1NUD,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,39GXDJN2OUMN3YYE5BAK0YOG74G8VM,A13F3KCFKH3IQA,Submitted,Thu Aug 27 09:59:59 PDT 2020,Thu Aug 27 10:01:34 PDT 2020,Thu Sep 03 10:01:34 PDT 2020,,,,95,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/891.png,"This graph depicts the Average ticket price for Tampa Bay Buccaneers games in Major League Baseball from 2006 to 2019 . In 2019 , the Average ticket price was at 82.59 U.S. dollars .","This line chart has an x axis representing Year and a y axis representing Average ticket price in U.S. dollars, with a total of 13 data points. The chart has 4 significant trends. The longest trend is slightly negative which exists from 2013 to 2008. On the contrary, the next significant trend is moderately positive which exists from 2019 to 2015. In a similar manner, the next significant trend is moderately neutral which exists from 2015 to 2013. In a similar manner, the next significant trend is extremely positive which exists from 2008 to 2006.","This graph depicts the average ticket price for los angeles ( St. Louis ) rams games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 118.09 u.s. dollars .","This graph depicts the average ticket price for Tampa Bay Buccaneers games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 82.59 U.S. dollars .",Average ticket price of the Tampa Bay Buccaneers 2006 to 2019,IT IS COHERENT,TO READ WITHOUT GRAMMAR MISTAKES,IT IS CONCISE,IT IS INFORMATIVE,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,CORRECT,false,true,,
3PIOQ99R7YT566YOGLKXXPG66X1NUD,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3U8YCDAGXQODG1XUO83V1WJQ7DC0QI,A146CZEWOLOU9P,Submitted,Thu Aug 27 07:40:09 PDT 2020,Thu Aug 27 07:42:43 PDT 2020,Thu Sep 03 07:42:43 PDT 2020,,,,154,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/891.png,"This graph depicts the Average ticket price for Tampa Bay Buccaneers games in Major League Baseball from 2006 to 2019 . In 2019 , the Average ticket price was at 82.59 U.S. dollars .","This line chart has an x axis representing Year and a y axis representing Average ticket price in U.S. dollars, with a total of 13 data points. The chart has 4 significant trends. The longest trend is slightly negative which exists from 2013 to 2008. On the contrary, the next significant trend is moderately positive which exists from 2019 to 2015. In a similar manner, the next significant trend is moderately neutral which exists from 2015 to 2013. In a similar manner, the next significant trend is extremely positive which exists from 2008 to 2006.","This graph depicts the average ticket price for los angeles ( St. Louis ) rams games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 118.09 u.s. dollars .","This graph depicts the average ticket price for Tampa Bay Buccaneers games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 82.59 U.S. dollars .",Average ticket price of the Tampa Bay Buccaneers 2006 to 2019,"Plain english, very informative",Found no issues in comprehension.,Covers everything,Buc's Ticket price / year shows trends and summary lines it out.,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,Summary is accurate,false,true,,
302U8RURJZ85JLNOLBU2TBIPK4ANV2,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3DHE4R9OCXJTZM6U0Z2XQ683YO9G29,ASIQGH4USUHZF,Submitted,Thu Aug 27 08:56:44 PDT 2020,Thu Aug 27 08:58:28 PDT 2020,Thu Sep 03 08:58:28 PDT 2020,,,,104,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/247.png,"This statistic gives information on the internet penetration rate in Argentina from 2017 to 2023 . In 2017 , 77 % of the Singaporean population were using the internet . In 2023 , this figure is projected to grow 94 % .",This line chart has an x axis representing Year and a y axis representing Share of population with a total of 7 data points. The chart has one significant trend. This trend is positive which exists from 2023 to 2017.,"This statistic gives information on the internet penetration rate in singapore from 2017 to 2023 . In 2017 , 53 percent of the Singaporean population were using the internet . In 2023 , this figure is projected to grow to 82 percent .","This statistic provides information on internet user penetration in Argentina from 2017 to 2023 . In 2017 , 77 percent of the population in Argentina were accessing the internet . This figure is projected to grow to 94 percent by 2023 .",Argentina : internet user penetration 2017 to 2023,It all made sense.,It was good English.,The facts were inaccurate.,"Although the facts were wrong, they were presented",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,The trend is negative.,false,false,,
302U8RURJZ85JLNOLBU2TBIPK4ANV2,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3L4PIM1GQUOAPX8F9V34YENFFBHYR4,A2R0UAVI85FIHO,Submitted,Thu Aug 27 06:58:53 PDT 2020,Thu Aug 27 07:02:33 PDT 2020,Thu Sep 03 07:02:33 PDT 2020,,,,220,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/247.png,"This statistic gives information on the internet penetration rate in Argentina from 2017 to 2023 . In 2017 , 77 % of the Singaporean population were using the internet . In 2023 , this figure is projected to grow 94 % .",This line chart has an x axis representing Year and a y axis representing Share of population with a total of 7 data points. The chart has one significant trend. This trend is positive which exists from 2023 to 2017.,"This statistic gives information on the internet penetration rate in singapore from 2017 to 2023 . In 2017 , 53 percent of the Singaporean population were using the internet . In 2023 , this figure is projected to grow to 82 percent .","This statistic provides information on internet user penetration in Argentina from 2017 to 2023 . In 2017 , 77 percent of the population in Argentina were accessing the internet . This figure is projected to grow to 94 percent by 2023 .",Argentina : internet user penetration 2017 to 2023,All the sentences make sense,It uses proper english,The explanation is very clear and makes sense,It explains the chart's axis and also the content,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,All the fact are shows exactly on the chart,false,true,,
3JMNNNO3B1BM9OY0P21ENPY5GILW2U,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3IAEQB9FMFSCZIUACTQW8SLVP32DWS,A1MXDBILWV8RXN,Submitted,Thu Aug 27 07:40:55 PDT 2020,Thu Aug 27 07:54:33 PDT 2020,Thu Sep 03 07:54:33 PDT 2020,,,,818,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/461.png,"This graph depicts the Average ticket price for Kansas City Royals games in Major League Baseball from 2006 to 2019 . In 2019 , the Average ticket price was at 32.84 U.S. dollars .","This line chart has an x axis representing Year and a y axis representing Average ticket price in U.S. dollars, with a total of 13 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2016 to 2013. Additionally, the next significant trend is extremely positive which exists from 2009 to 2006. Also, the next significant trend is extremely positive which exists from 2019 to 2016. Also, the next significant trend is slightly positive which exists from 2013 to 2011. Also, the next significant trend is slightly neutral which exists from 2011 to 2009.","This graph depicts the average ticket price for washington nationals games in Major League Baseball from 2006 to 2019 . In 2019 , the average ticket price was at 44.12 u.s. dollars .","This graph depicts the average ticket price for Kansas City Royals games in Major League Baseball from 2006 to 2019 . In 2019 , the average ticket price was at 32.84 U.S. dollars .",Kansas City Royals average ticket price 2006 to 2019,"There are some divergences, but it does not hinder the understanding","There are some contradictions regarding the dates, more to be understood","Concise, as it shows only the data needed for analysis","Very detailed, as it shows the data necessary for a graph to be analyzed on the dates",false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,"Why, when analyzing it, you can see that the data coincides with the graph, I show the growth or decrease",false,true,,
3JMNNNO3B1BM9OY0P21ENPY5GILW2U,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3WAKVUDHUXOJQ54VQG89QCQ2ICS7UY,A2T4IWWUAE8CS8,Submitted,Thu Aug 27 07:55:49 PDT 2020,Thu Aug 27 08:04:43 PDT 2020,Thu Sep 03 08:04:43 PDT 2020,,,,534,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/461.png,"This graph depicts the Average ticket price for Kansas City Royals games in Major League Baseball from 2006 to 2019 . In 2019 , the Average ticket price was at 32.84 U.S. dollars .","This line chart has an x axis representing Year and a y axis representing Average ticket price in U.S. dollars, with a total of 13 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2016 to 2013. Additionally, the next significant trend is extremely positive which exists from 2009 to 2006. Also, the next significant trend is extremely positive which exists from 2019 to 2016. Also, the next significant trend is slightly positive which exists from 2013 to 2011. Also, the next significant trend is slightly neutral which exists from 2011 to 2009.","This graph depicts the average ticket price for washington nationals games in Major League Baseball from 2006 to 2019 . In 2019 , the average ticket price was at 44.12 u.s. dollars .","This graph depicts the average ticket price for Kansas City Royals games in Major League Baseball from 2006 to 2019 . In 2019 , the average ticket price was at 32.84 U.S. dollars .",Kansas City Royals average ticket price 2006 to 2019,they are trends are luttle bit changed,all are ok,"5 significant trends , they are not consignee",the trend will vary from year to year,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,the next significant trend is from 2011 to 2009,false,true,,
38DCH97KHH9HVN0MKE80UH20USQQJ7,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,3,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3EFVCAY5L4HEC3YKOMW1XADMCHP8JH,A23BGNP50WTKI2,Submitted,Thu Aug 27 09:09:02 PDT 2020,Thu Aug 27 09:09:44 PDT 2020,Thu Sep 03 09:09:44 PDT 2020,,,,42,100% (95/95),100% (95/95),100% (95/95),https://chart2text.s3.amazonaws.com/1088.png,"The statistic shows the Number Carnival of Corporation & on a free-on board ( FOB ) plant basis in the plc between 2007 and 2019 . In 2019 , the Number FOB plant Carnival for this construction material was around 12.9 US passengers millions .",This line chart has an x axis representing Year and a y axis representing Number of passengers in millions with a total of 13 data points. The chart has one significant trend. This trend is positive which exists from 2019 to 2007.,"The statistic shows the net income of Swiss-based pharmaceutical company roche from 2007 to 2019 . roche is one of the largest global pharmaceutical companies . In 2019 , roche reported approximately 14.1 billion swiss francs of net income .","This statistic shows the number of Carnival Corporation & plc passengers worldwide from 2007 to 2019 . In 2019 , the cruise company Carnival Corporation carried approximately 12.9 million passengers on its ships ..",Number of Carnival Corporation & plc passengers worldwide 2007 to 2019,all is correct,all is correct,all is correct,all is correct,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,all is correct,false,true,,
38DCH97KHH9HVN0MKE80UH20USQQJ7,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,3,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3KMS4QQVK3YI22EPEL2J8HULE9AFKA,A13F3KCFKH3IQA,Submitted,Thu Aug 27 07:44:06 PDT 2020,Thu Aug 27 07:49:06 PDT 2020,Thu Sep 03 07:49:06 PDT 2020,,,,300,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/1088.png,"The statistic shows the Number Carnival of Corporation & on a free-on board ( FOB ) plant basis in the plc between 2007 and 2019 . In 2019 , the Number FOB plant Carnival for this construction material was around 12.9 US passengers millions .",This line chart has an x axis representing Year and a y axis representing Number of passengers in millions with a total of 13 data points. The chart has one significant trend. This trend is positive which exists from 2019 to 2007.,"The statistic shows the net income of Swiss-based pharmaceutical company roche from 2007 to 2019 . roche is one of the largest global pharmaceutical companies . In 2019 , roche reported approximately 14.1 billion swiss francs of net income .","This statistic shows the number of Carnival Corporation & plc passengers worldwide from 2007 to 2019 . In 2019 , the cruise company Carnival Corporation carried approximately 12.9 million passengers on its ships ..",Number of Carnival Corporation & plc passengers worldwide 2007 to 2019,IT IS COHERENT,IT IS READ AND UNDERSTAND WITHOUT GRAMMAR,IT IS CONCISE,IT IS INFORMATIVE,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,IT IS CORRECT,false,true,,
371DNNCG44953MWVAE54AW49YOVT84,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3IKZ72A5B5OJA8ZSBYUZ09BP835NFB,A2672H2AEP6VZU,Submitted,Thu Aug 27 07:08:35 PDT 2020,Thu Aug 27 07:11:11 PDT 2020,Thu Sep 03 07:11:11 PDT 2020,,,,156,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/226.png,"The statistic shows Gross domestic product ( GDP ) in Sudan from 1984 to 2018 , with projections up until 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given Year . GDP is an important indicator of a country 's economic power .","This line chart has an x axis representing Year and a y axis representing Gross domestic product in billion U.S. dollars, with a total of 41 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2012 to 1999. Also, the next significant trend is moderately positive which exists from 1999 to 1990. Also, the next significant trend is slightly positive which exists from 2019 to 2012. Likewise, the next significant trend is moderately positive which exists from 1990 to 1984. Similarly, the next significant trend is moderately positive which exists from 2024 to 2019.","The statistic shows gross domestic product ( gdp ) in uganda from 1984 to 2018 , with projections up until 2024 . gross domestic product ( gdp ) denotes the aggregate value of all services and goods produced within a country in any given year . gdp is an important indicator of a country 's economic power .",The statistic shows gross domestic product ( GDP ) in Sudan from 1984 to 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given year . GDP is an important indicator of a country 's economic power .,Gross domestic product ( GDP ) in Sudan 2024,both the data and graph a coherent,sentence is good,data is concise,information is clear,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,true,false,somewhat,true,false,,
371DNNCG44953MWVAE54AW49YOVT84,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,3UOUJI6MTEMD5KAM8TC7KB3QK5GUXP,A62KN411BOEU8,Submitted,Thu Aug 27 08:34:42 PDT 2020,Thu Aug 27 08:42:04 PDT 2020,Thu Sep 03 08:42:04 PDT 2020,,,,442,0% (0/2),0% (0/2),0% (0/2),https://chart2text.s3.amazonaws.com/226.png,"The statistic shows Gross domestic product ( GDP ) in Sudan from 1984 to 2018 , with projections up until 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given Year . GDP is an important indicator of a country 's economic power .","This line chart has an x axis representing Year and a y axis representing Gross domestic product in billion U.S. dollars, with a total of 41 data points. The chart has 5 significant trends. The longest trend is extremely positive which exists from 2012 to 1999. Also, the next significant trend is moderately positive which exists from 1999 to 1990. Also, the next significant trend is slightly positive which exists from 2019 to 2012. Likewise, the next significant trend is moderately positive which exists from 1990 to 1984. Similarly, the next significant trend is moderately positive which exists from 2024 to 2019.","The statistic shows gross domestic product ( gdp ) in uganda from 1984 to 2018 , with projections up until 2024 . gross domestic product ( gdp ) denotes the aggregate value of all services and goods produced within a country in any given year . gdp is an important indicator of a country 's economic power .",The statistic shows gross domestic product ( GDP ) in Sudan from 1984 to 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given year . GDP is an important indicator of a country 's economic power .,Gross domestic product ( GDP ) in Sudan 2024,I FELT IT IS COHERENT,ITS FLUENT,ITS CONCISE,I FELT THE INFORMATION IS NEUTRAL,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,YES,false,true,,
3KTZHH2ONIM1QR6B1H4SOI9H4G08MJ,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Thu Aug 27 06:56:30 PDT 2020,2,BatchId:4165677,OriginalHitTemplateId:928390912,,3600,604800,Thu Sep 03 06:56:30 PDT 2020,33TIN5LC05I4LXCTFE3I7TNL9RG9Y1,A23BGNP50WTKI2,Submitted,Thu Aug 27 09:08:06 PDT 2020,Thu Aug 27 09:09:01 PDT 2020,Thu Sep 03 09:09:01 PDT 2020,,,,55,100% (95/95),100% (95/95),100% (95/95),https://chart2text.s3.amazonaws.com/666.png,"The statistic shows Gross domestic product ( GDP ) in Puerto Rico from 1984 to 2018 , with projections up until 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given Year . GDP is an important indicator of a country 's economic power .","This line chart has an x axis representing Year and a y axis representing Gross domestic product in billion U.S. dollars, with a total of 41 data points. The chart has 3 significant trends. The longest trend is extremely positive which exists from 2014 to 1984. In a similar manner, the next significant trend is slightly positive which exists from 2024 to 2019. Correspondingly, the next significant trend is slightly positive which exists from 2019 to 2014.","The statistic shows gross domestic product ( gdp ) in norway from 1984 to 2018 , with projections up until 2024 . gross domestic product ( gdp ) denotes the aggregate value of all services and goods produced within a country in any given year . gdp is an important indicator of a country 's economic power .","The statistic shows gross domestic product ( GDP ) in current U.S. dollars in Puerto Rico from 1984 to 2018 , with projections up until 2024 . Gross domestic product ( GDP ) denotes the aggregate value of all services and goods produced within a country in any given year . GDP is an important indicator of a country 's economic power .",Gross domestic product ( GDP ) in current U.S. dollars in Puerto Rico 2024,all is correct,correct,all is correct,all is correct,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,true,false,all is correct,false,true,,
